chapter	section	category_code	category_name_cn	subcategory_code	subcategory_name_cn	diagnosis_code	diagnosis_name_cn	chapter_code	parent_code	is_subtype	subtype_number	code_level	diagnosis_name_en	category_name_en	subcategory_name_en	english_mapping_confidence	who_icd_code	who_name_en	structural_name_en	semantic_name_en	english_mapping_type	semantic_source
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K02	龋（牙）	K02.8	其他的龋（牙）	K02.800	龋（牙），其他的	K02	K02.8	FALSE		diagnosis	Other dental caries	Dental caries	Other dental caries	HIGH	K02.8	Other dental caries	Other dental caries	Other dental caries	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K02	龋（牙）	K02.8	其他的龋（牙）	K02.800x001	继发龋	K02	K02.800	TRUE	001	subtype	Other dental caries	Dental caries	Other dental caries	LOW	K02.8	Other dental caries	Other dental caries	Secondary caries	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K02	龋（牙）	K02.8	其他的龋（牙）	K02.800x002	急性龋	K02	K02.800	TRUE	002	subtype	Other dental caries	Dental caries	Other dental caries	LOW	K02.8	Other dental caries	Other dental caries	Acute dental caries	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K02	龋（牙）	K02.8	其他的龋（牙）	K02.800x003	乳牙浅龋	K02	K02.800	TRUE	003	subtype	Other dental caries	Dental caries	Other dental caries	LOW	K02.8	Other dental caries	Other dental caries	Superficial caries of primary teeth	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K02	龋（牙）	K02.8	其他的龋（牙）	K02.800x005	乳牙深龋	K02	K02.800	TRUE	005	subtype	Other dental caries	Dental caries	Other dental caries	LOW	K02.8	Other dental caries	Other dental caries	Deep caries of primary teeth	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K02	龋（牙）	K02.8	其他的龋（牙）	K02.800x006	恒牙浅龋	K02	K02.800	TRUE	006	subtype	Other dental caries	Dental caries	Other dental caries	LOW	K02.8	Other dental caries	Other dental caries	Superficial caries of permanent teeth	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K02	龋（牙）	K02.8	其他的龋（牙）	K02.800x007	恒牙中龋	K02	K02.800	TRUE	007	subtype	Other dental caries	Dental caries	Other dental caries	LOW	K02.8	Other dental caries	Other dental caries	Moderate caries of permanent teeth	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K02	龋（牙）	K02.8	其他的龋（牙）	K02.800x008	恒牙深龋	K02	K02.800	TRUE	008	subtype	Other dental caries	Dental caries	Other dental caries	LOW	K02.8	Other dental caries	Other dental caries	Deep caries of permanent teeth	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K02	龋（牙）	K02.9	未特指的龋（牙）	K02.900	龋（牙）	K02	K02.9	FALSE		diagnosis	Dental caries, unspecified	Dental caries	Dental caries, unspecified	HIGH	K02.9	Dental caries, unspecified	Dental caries, unspecified	Dental caries, unspecified	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K02	龋（牙）	K02.9	未特指的龋（牙）	K02.900x001	龋病	K02	K02.900	TRUE	001	subtype	Dental caries, unspecified	Dental caries	Dental caries, unspecified	LOW	K02.9	Dental caries, unspecified	Dental caries, unspecified	Dental caries	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K02	龋（牙）	K02.9	未特指的龋（牙）	K02.901	蔓延性龋	K02	K02.9	FALSE		diagnosis	Dental caries, unspecified	Dental caries	Dental caries, unspecified	MEDIUM	K02.9	Dental caries, unspecified	Dental caries, unspecified	Rampant caries	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.0	牙过度磨耗	K03.000	牙过度磨耗	K03	K03.0	FALSE		diagnosis	Excessive attrition of teeth	Other diseases of hard tissues of teeth	Excessive attrition of teeth	HIGH	K03.0	Excessive attrition of teeth	Excessive attrition of teeth	Excessive attrition of teeth	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.0	牙过度磨耗	K03.000x002	牙齿颌面磨损	K03	K03.000	TRUE	002	subtype	Excessive attrition of teeth	Other diseases of hard tissues of teeth	Excessive attrition of teeth	LOW	K03.0	Excessive attrition of teeth	Excessive attrition of teeth	Occlusal tooth wear	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.0	牙过度磨耗	K03.001	邻面磨损	K03	K03.0	FALSE		diagnosis	Excessive attrition of teeth	Other diseases of hard tissues of teeth	Excessive attrition of teeth	MEDIUM	K03.0	Excessive attrition of teeth	Excessive attrition of teeth	Interproximal tooth wear	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.1	牙磨损	K03.100	牙磨损	K03	K03.1	FALSE		diagnosis	Abrasion of teeth	Other diseases of hard tissues of teeth	Abrasion of teeth	HIGH	K03.1	Abrasion of teeth	Abrasion of teeth	Abrasion of teeth	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.1	牙磨损	K03.100x001	牙齿磨损	K03	K03.100	TRUE	001	subtype	Abrasion of teeth	Other diseases of hard tissues of teeth	Abrasion of teeth	LOW	K03.1	Abrasion of teeth	Abrasion of teeth	Tooth wear	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.1	牙磨损	K03.101	牙齿楔状缺损	K03	K03.1	FALSE		diagnosis	Abrasion of teeth	Other diseases of hard tissues of teeth	Abrasion of teeth	MEDIUM	K03.1	Abrasion of teeth	Abrasion of teeth	Wedge-shaped defect of tooth	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.1	牙磨损	K03.102	净齿剂牙磨损	K03	K03.1	FALSE		diagnosis	Abrasion of teeth	Other diseases of hard tissues of teeth	Abrasion of teeth	MEDIUM	K03.1	Abrasion of teeth	Abrasion of teeth	Dentifrice abrasion	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.1	牙磨损	K03.103	习惯性牙磨损	K03	K03.1	FALSE		diagnosis	Abrasion of teeth	Other diseases of hard tissues of teeth	Abrasion of teeth	MEDIUM	K03.1	Abrasion of teeth	Abrasion of teeth	Habitual tooth abrasion	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.1	牙磨损	K03.104	职业性牙磨损	K03	K03.1	FALSE		diagnosis	Abrasion of teeth	Other diseases of hard tissues of teeth	Abrasion of teeth	MEDIUM	K03.1	Abrasion of teeth	Abrasion of teeth	Occupational tooth abrasion	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.1	牙磨损	K03.105	宗教仪式性牙磨损	K03	K03.1	FALSE		diagnosis	Abrasion of teeth	Other diseases of hard tissues of teeth	Abrasion of teeth	MEDIUM	K03.1	Abrasion of teeth	Abrasion of teeth	Ritual tooth abrasion	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.1	牙磨损	K03.106	传统性牙磨损	K03	K03.1	FALSE		diagnosis	Abrasion of teeth	Other diseases of hard tissues of teeth	Abrasion of teeth	MEDIUM	K03.1	Abrasion of teeth	Abrasion of teeth	Traditional tooth abrasion	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.2	牙腐蚀	K03.200	牙腐蚀	K03	K03.2	FALSE		diagnosis	Erosion of teeth	Other diseases of hard tissues of teeth	Erosion of teeth	HIGH	K03.2	Erosion of teeth	Erosion of teeth	Erosion of teeth	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.2	牙腐蚀	K03.200x002	牙酸蚀病	K03	K03.200	TRUE	002	subtype	Erosion of teeth	Other diseases of hard tissues of teeth	Erosion of teeth	LOW	K03.2	Erosion of teeth	Erosion of teeth	Dental erosion	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.2	牙腐蚀	K03.201	特发性牙腐蚀	K03	K03.2	FALSE		diagnosis	Erosion of teeth	Other diseases of hard tissues of teeth	Erosion of teeth	MEDIUM	K03.2	Erosion of teeth	Erosion of teeth	Idiopathic dental erosion	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.2	牙腐蚀	K03.202	药物性牙腐蚀	K03	K03.2	FALSE		diagnosis	Erosion of teeth	Other diseases of hard tissues of teeth	Erosion of teeth	MEDIUM	K03.2	Erosion of teeth	Erosion of teeth	Drug-induced dental erosion	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.2	牙腐蚀	K03.203	职业性牙腐蚀	K03	K03.2	FALSE		diagnosis	Erosion of teeth	Other diseases of hard tissues of teeth	Erosion of teeth	MEDIUM	K03.2	Erosion of teeth	Erosion of teeth	Occupational dental erosion	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.2	牙腐蚀	K03.204	持续性呕吐致牙腐蚀	K03	K03.2	FALSE		diagnosis	Erosion of teeth	Other diseases of hard tissues of teeth	Erosion of teeth	MEDIUM	K03.2	Erosion of teeth	Erosion of teeth	Dental erosion due to persistent vomiting	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.3	牙病理性吸收	K03.300	牙病理性吸收	K03	K03.3	FALSE		diagnosis	Pathological resorption of teeth	Other diseases of hard tissues of teeth	Pathological resorption of teeth	HIGH	K03.3	Pathological resorption of teeth	Pathological resorption of teeth	Pathological resorption of teeth	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.3	牙病理性吸收	K03.300x001	牙髓内部肉芽肿	K03	K03.300	TRUE	001	subtype	Pathological resorption of teeth	Other diseases of hard tissues of teeth	Pathological resorption of teeth	LOW	K03.3	Pathological resorption of teeth	Pathological resorption of teeth	Internal granuloma of pulp	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.3	牙病理性吸收	K03.300x002	牙根外吸收	K03	K03.300	TRUE	002	subtype	Pathological resorption of teeth	Other diseases of hard tissues of teeth	Pathological resorption of teeth	LOW	K03.3	Pathological resorption of teeth	Pathological resorption of teeth	External root resorption	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.3	牙病理性吸收	K03.300x003	牙内吸收	K03	K03.300	TRUE	003	subtype	Pathological resorption of teeth	Other diseases of hard tissues of teeth	Pathological resorption of teeth	LOW	K03.3	Pathological resorption of teeth	Pathological resorption of teeth	Internal resorption of tooth	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.4	牙骨质增生	K03.400	牙骨质增生	K03	K03.4	FALSE		diagnosis	Hypercementosis	Other diseases of hard tissues of teeth	Hypercementosis	HIGH	K03.4	Hypercementosis	Hypercementosis	Hypercementosis	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.4	牙骨质增生	K03.401	齿槽骨质增生	K03	K03.4	FALSE		diagnosis	Hypercementosis	Other diseases of hard tissues of teeth	Hypercementosis	MEDIUM	K03.4	Hypercementosis	Hypercementosis	Hypercementosis	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.5	牙骨粘连	K03.500	牙骨粘连	K03	K03.5	FALSE		diagnosis	Ankylosis of teeth	Other diseases of hard tissues of teeth	Ankylosis of teeth	HIGH	K03.5	Ankylosis of teeth	Ankylosis of teeth	Ankylosis of teeth	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.6	牙齿沉积物[增积物]	K03.600	牙齿沉积物［增积物］	K03	K03.6	FALSE		diagnosis	Deposits [accretions] on teeth	Other diseases of hard tissues of teeth	Deposits [accretions] on teeth	HIGH	K03.6	Deposits [accretions] on teeth	Deposits [accretions] on teeth	Deposits [accretions] on teeth	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.6	牙齿沉积物[增积物]	K03.600x001	牙齿变色	K03	K03.600	TRUE	001	subtype	Deposits [accretions] on teeth	Other diseases of hard tissues of teeth	Deposits [accretions] on teeth	LOW	K03.6	Deposits [accretions] on teeth	Deposits [accretions] on teeth	Tooth discoloration	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.6	牙齿沉积物[增积物]	K03.601	牙石	K03	K03.6	FALSE		diagnosis	Deposits [accretions] on teeth	Other diseases of hard tissues of teeth	Deposits [accretions] on teeth	MEDIUM	K03.6	Deposits [accretions] on teeth	Deposits [accretions] on teeth	Dental calculus	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.6	牙齿沉积物[增积物]	K03.602	龈下牙石（龈下垢）	K03	K03.6	FALSE		diagnosis	Deposits [accretions] on teeth	Other diseases of hard tissues of teeth	Deposits [accretions] on teeth	MEDIUM	K03.6	Deposits [accretions] on teeth	Deposits [accretions] on teeth	Subgingival calculus	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.6	牙齿沉积物[增积物]	K03.603	龈上牙石（龈上垢）	K03	K03.6	FALSE		diagnosis	Deposits [accretions] on teeth	Other diseases of hard tissues of teeth	Deposits [accretions] on teeth	MEDIUM	K03.6	Deposits [accretions] on teeth	Deposits [accretions] on teeth	Supragingival calculus	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.6	牙齿沉积物[增积物]	K03.604	牙上沉积物	K03	K03.6	FALSE		diagnosis	Deposits [accretions] on teeth	Other diseases of hard tissues of teeth	Deposits [accretions] on teeth	MEDIUM	K03.6	Deposits [accretions] on teeth	Deposits [accretions] on teeth	Deposits [accretions] on teeth	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.7	牙硬组织萌出后颜色改变	K03.700	牙硬组织萌出后颜色改变	K03	K03.7	FALSE		diagnosis	Posteruptive colour changes of dental hard tissues	Other diseases of hard tissues of teeth	Posteruptive colour changes of dental hard tissues	HIGH	K03.7	Posteruptive colour changes of dental hard tissues	Posteruptive colour changes of dental hard tissues	Posteruptive colour changes of dental hard tissues	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.8	其他特指的牙硬组织疾病	K03.800	牙硬组织疾病，其他特指的	K03	K03.8	FALSE		diagnosis	Other specified diseases of hard tissues of teeth	Other diseases of hard tissues of teeth	Other specified diseases of hard tissues of teeth	HIGH	K03.8	Other specified diseases of hard tissues of teeth	Other specified diseases of hard tissues of teeth	Other specified diseases of hard tissues of teeth	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.8	其他特指的牙硬组织疾病	K03.800x001	辐照性牙釉质	K03	K03.800	TRUE	001	subtype	Other specified diseases of hard tissues of teeth	Other diseases of hard tissues of teeth	Other specified diseases of hard tissues of teeth	LOW	K03.8	Other specified diseases of hard tissues of teeth	Other specified diseases of hard tissues of teeth	Radiation-induced enamel defect	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.8	其他特指的牙硬组织疾病	K03.800x002	牙本质过敏症	K03	K03.800	TRUE	002	subtype	Other specified diseases of hard tissues of teeth	Other diseases of hard tissues of teeth	Other specified diseases of hard tissues of teeth	LOW	K03.8	Other specified diseases of hard tissues of teeth	Other specified diseases of hard tissues of teeth	Dentin hypersensitivity	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.8	其他特指的牙硬组织疾病	K03.800x003	牙隐裂	K03	K03.800	TRUE	003	subtype	Other specified diseases of hard tissues of teeth	Other diseases of hard tissues of teeth	Other specified diseases of hard tissues of teeth	LOW	K03.8	Other specified diseases of hard tissues of teeth	Other specified diseases of hard tissues of teeth	Cracked tooth	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.8	其他特指的牙硬组织疾病	K03.800x005	牙震荡	K03	K03.800	TRUE	005	subtype	Other specified diseases of hard tissues of teeth	Other diseases of hard tissues of teeth	Other specified diseases of hard tissues of teeth	LOW	K03.8	Other specified diseases of hard tissues of teeth	Other specified diseases of hard tissues of teeth	Tooth concussion	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K03	牙齿硬组织的其他疾病	K03.8	其他特指的牙硬组织疾病	K03.801	牙根纵裂	K03	K03.8	FALSE		diagnosis	Other specified diseases of hard tissues of teeth	Other diseases of hard tissues of teeth	Other specified diseases of hard tissues of teeth	MEDIUM	K03.8	Other specified diseases of hard tissues of teeth	Other specified diseases of hard tissues of teeth	Vertical root fracture	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
